,method_num,host_num,content_length,url_len,digits,spec_chars,not_alpha_chars,payload_args,c_len,c_digits,c_spec_chars,c_not_alpha_chars,c_payload_args
30473,0,1,17,57,7,8,18,0,17,1,0,3,0
30474,2,1,0,58,7,8,18,0,0,0,0,0,0
30475,2,1,0,55,7,8,18,0,0,0,0,0,0
30476,2,1,0,56,7,8,18,0,0,0,0,0,0
30477,2,1,0,57,7,8,18,0,0,0,0,0,0
30478,2,1,0,67,7,9,19,0,0,0,0,0,0
30479,2,1,0,66,7,9,19,0,0,0,0,0,0
30480,2,1,0,67,7,9,19,0,0,0,0,0,0
30481,2,1,0,57,7,8,18,0,0,0,0,0,0
30482,2,1,0,328,49,22,97,13,0,0,0,0,0
30483,0,1,269,58,7,8,18,0,269,42,13,78,12
30484,2,1,0,57,7,8,18,0,0,0,0,0,0
30485,2,1,0,57,7,8,18,0,0,0,0,0,0
30486,2,1,0,53,8,8,19,0,0,0,0,0,0
30487,2,1,0,53,8,8,19,0,0,0,0,0,0
30488,2,1,0,53,8,8,19,0,0,0,0,0,0
30489,2,1,0,59,7,8,18,0,0,0,0,0,0
30490,2,1,0,56,7,8,18,0,0,0,0,0,0
30491,2,1,0,65,7,8,18,0,0,0,0,0,0
30492,2,1,0,48,7,7,17,0,0,0,0,0,0
30493,2,1,0,129,14,14,39,5,0,0,0,0,0
30494,0,1,71,57,7,8,18,0,71,7,5,20,4
30495,2,1,0,123,8,13,29,5,0,0,0,0,0
30496,0,1,61,61,7,8,18,0,61,1,4,10,4
30497,2,1,0,71,8,9,21,1,0,0,0,0,0
30498,0,1,4,66,7,8,18,0,4,1,0,2,0
30499,2,1,0,58,7,8,18,0,0,0,0,0,0
30500,2,1,0,91,7,9,21,1,0,0,0,0,0
30501,0,1,33,57,7,8,18,0,33,0,0,2,0
30502,2,1,0,59,7,8,18,0,0,0,0,0,0
30503,2,1,0,100,12,11,31,3,0,0,0,0,0
30504,0,1,43,56,7,8,18,0,43,5,2,12,2
30505,2,1,0,60,7,8,18,0,0,0,0,0,0
30506,2,1,0,310,48,26,97,13,0,0,0,0,0
30507,0,1,250,59,7,8,18,0,250,41,17,78,12
30508,2,1,0,75,8,9,22,1,0,0,0,0,0
30509,0,1,17,57,7,8,18,0,17,1,0,3,0
30510,2,1,0,58,7,8,18,0,0,0,0,0,0
30511,2,1,0,55,7,8,18,0,0,0,0,0,0
30512,2,1,0,56,7,8,18,0,0,0,0,0,0
30513,2,1,0,57,7,8,18,0,0,0,0,0,0
30514,2,1,0,67,7,9,19,0,0,0,0,0,0
30515,2,1,0,66,7,9,19,0,0,0,0,0,0
30516,2,1,0,67,7,9,19,0,0,0,0,0,0
30517,2,1,0,57,7,8,18,0,0,0,0,0,0
30518,2,1,0,296,48,24,94,13,0,0,0,0,0
30519,0,1,237,58,7,8,18,0,237,41,15,75,12
30520,2,1,0,57,7,8,18,0,0,0,0,0,0
30521,2,1,0,57,7,8,18,0,0,0,0,0,0
30522,2,1,0,53,8,8,19,0,0,0,0,0,0
30523,2,1,0,53,8,8,19,0,0,0,0,0,0
30524,2,1,0,53,8,8,19,0,0,0,0,0,0
30525,2,1,0,59,7,8,18,0,0,0,0,0,0
30526,2,1,0,56,7,8,18,0,0,0,0,0,0
30527,2,1,0,65,7,8,18,0,0,0,0,0,0
30528,2,1,0,48,7,7,17,0,0,0,0,0,0
30529,2,1,0,133,17,16,44,5,0,0,0,0,0
30530,0,1,75,57,7,8,18,0,75,10,7,25,4
30531,2,1,0,122,8,13,29,5,0,0,0,0,0
30532,0,1,60,61,7,8,18,0,60,1,4,10,4
30533,2,1,0,71,8,9,21,1,0,0,0,0,0
30534,0,1,4,66,7,8,18,0,4,1,0,2,0
30535,2,1,0,58,7,8,18,0,0,0,0,0,0
30536,2,1,0,91,7,9,21,1,0,0,0,0,0
30537,0,1,33,57,7,8,18,0,33,0,0,2,0
30538,2,1,0,59,7,8,18,0,0,0,0,0,0
30539,2,1,0,100,12,11,31,3,0,0,0,0,0
30540,0,1,43,56,7,8,18,0,43,5,2,12,2
30541,2,1,0,60,7,8,18,0,0,0,0,0,0
30542,2,1,0,322,47,25,98,13,0,0,0,0,0
30543,0,1,262,59,7,8,18,0,262,40,16,79,12
30544,2,1,0,75,8,9,22,1,0,0,0,0,0
30545,0,1,17,57,7,8,18,0,17,1,0,3,0
30546,2,1,0,58,7,8,18,0,0,0,0,0,0
30547,2,1,0,55,7,8,18,0,0,0,0,0,0
30548,2,1,0,56,7,8,18,0,0,0,0,0,0
30549,2,1,0,57,7,8,18,0,0,0,0,0,0
30550,2,1,0,67,7,9,19,0,0,0,0,0,0
30551,2,1,0,66,7,9,19,0,0,0,0,0,0
30552,2,1,0,67,7,9,19,0,0,0,0,0,0
30553,2,1,0,57,7,8,18,0,0,0,0,0,0
30554,2,1,0,341,45,25,96,13,0,0,0,0,0
30555,0,1,282,58,7,8,18,0,282,38,16,77,12
30556,2,1,0,57,7,8,18,0,0,0,0,0,0
30557,2,1,0,57,7,8,18,0,0,0,0,0,0
30558,2,1,0,53,8,8,19,0,0,0,0,0,0
30559,2,1,0,53,8,8,19,0,0,0,0,0,0
30560,2,1,0,53,8,8,19,0,0,0,0,0,0
30561,2,1,0,59,7,8,18,0,0,0,0,0,0
30562,2,1,0,56,7,8,18,0,0,0,0,0,0
30563,2,1,0,65,7,8,18,0,0,0,0,0,0
30564,2,1,0,48,7,7,17,0,0,0,0,0,0
30565,2,1,0,126,15,14,40,5,0,0,0,0,0
30566,0,1,68,57,7,8,18,0,68,8,5,21,4
30567,2,1,0,119,8,13,29,5,0,0,0,0,0
30568,0,1,57,61,7,8,18,0,57,1,4,10,4
30569,2,1,0,71,8,9,21,1,0,0,0,0,0
30570,0,1,4,66,7,8,18,0,4,1,0,2,0
30571,2,1,0,58,7,8,18,0,0,0,0,0,0
30572,2,1,0,91,7,9,21,1,0,0,0,0,0
30573,0,1,33,57,7,8,18,0,33,0,0,2,0
30574,2,1,0,59,7,8,18,0,0,0,0,0,0
30575,2,1,0,95,12,11,29,3,0,0,0,0,0
30576,0,1,38,56,7,8,18,0,38,5,2,10,2
30577,2,1,0,60,7,8,18,0,0,0,0,0,0
30578,2,1,0,310,45,23,90,13,0,0,0,0,0
30579,0,1,250,59,7,8,18,0,250,38,14,71,12
30580,2,1,0,75,8,9,22,1,0,0,0,0,0
30581,0,1,17,57,7,8,18,0,17,1,0,3,0
30582,2,1,0,58,7,8,18,0,0,0,0,0,0
30583,2,1,0,55,7,8,18,0,0,0,0,0,0
30584,2,1,0,56,7,8,18,0,0,0,0,0,0
30585,2,1,0,57,7,8,18,0,0,0,0,0,0
30586,2,1,0,67,7,9,19,0,0,0,0,0,0
30587,2,1,0,66,7,9,19,0,0,0,0,0,0
30588,2,1,0,67,7,9,19,0,0,0,0,0,0
30589,2,1,0,57,7,8,18,0,0,0,0,0,0
30590,2,1,0,312,45,23,91,13,0,0,0,0,0
30591,0,1,253,58,7,8,18,0,253,38,14,72,12
30592,2,1,0,57,7,8,18,0,0,0,0,0,0
30593,2,1,0,57,7,8,18,0,0,0,0,0,0
30594,2,1,0,53,8,8,19,0,0,0,0,0,0
30595,2,1,0,53,8,8,19,0,0,0,0,0,0
30596,2,1,0,53,8,8,19,0,0,0,0,0,0
30597,2,1,0,59,7,8,18,0,0,0,0,0,0
30598,2,1,0,56,7,8,18,0,0,0,0,0,0
30599,2,1,0,65,7,8,18,0,0,0,0,0,0
30600,2,1,0,48,7,7,17,0,0,0,0,0,0
30601,2,1,0,132,16,16,43,5,0,0,0,0,0
30602,0,1,74,57,7,8,18,0,74,9,7,24,4
30603,2,1,0,121,8,13,29,5,0,0,0,0,0
30604,0,1,59,61,7,8,18,0,59,1,4,10,4
30605,2,1,0,71,8,9,21,1,0,0,0,0,0
30606,0,1,4,66,7,8,18,0,4,1,0,2,0
30607,2,1,0,58,7,8,18,0,0,0,0,0,0
30608,2,1,0,91,7,9,21,1,0,0,0,0,0
30609,0,1,33,57,7,8,18,0,33,0,0,2,0
30610,2,1,0,59,7,8,18,0,0,0,0,0,0
30611,2,1,0,100,12,11,31,3,0,0,0,0,0
30612,0,1,43,56,7,8,18,0,43,5,2,12,2
30613,2,1,0,60,7,8,18,0,0,0,0,0,0
30614,2,1,0,317,45,25,93,13,0,0,0,0,0
30615,0,1,257,59,7,8,18,0,257,38,16,74,12
30616,2,1,0,75,8,9,22,1,0,0,0,0,0
30617,0,1,17,57,7,8,18,0,17,1,0,3,0
30618,2,1,0,58,7,8,18,0,0,0,0,0,0
30619,2,1,0,55,7,8,18,0,0,0,0,0,0
30620,2,1,0,56,7,8,18,0,0,0,0,0,0
30621,2,1,0,57,7,8,18,0,0,0,0,0,0
30622,2,1,0,67,7,9,19,0,0,0,0,0,0
30623,2,1,0,66,7,9,19,0,0,0,0,0,0
30624,2,1,0,67,7,9,19,0,0,0,0,0,0
30625,2,1,0,57,7,8,18,0,0,0,0,0,0
30626,2,1,0,332,45,24,96,13,0,0,0,0,0
30627,0,1,273,58,7,8,18,0,273,38,15,77,12
30628,2,1,0,57,7,8,18,0,0,0,0,0,0
30629,2,1,0,57,7,8,18,0,0,0,0,0,0
30630,2,1,0,53,8,8,19,0,0,0,0,0,0
30631,2,1,0,53,8,8,19,0,0,0,0,0,0
30632,2,1,0,53,8,8,19,0,0,0,0,0,0
30633,2,1,0,59,7,8,18,0,0,0,0,0,0
30634,2,1,0,56,7,8,18,0,0,0,0,0,0
30635,2,1,0,65,7,8,18,0,0,0,0,0,0
30636,2,1,0,48,7,7,17,0,0,0,0,0,0
30637,2,1,0,129,14,14,39,5,0,0,0,0,0
30638,0,1,71,57,7,8,18,0,71,7,5,20,4
30639,2,1,0,125,8,13,29,5,0,0,0,0,0
30640,0,1,63,61,7,8,18,0,63,1,4,10,4
30641,2,1,0,71,8,9,21,1,0,0,0,0,0
30642,0,1,4,66,7,8,18,0,4,1,0,2,0
30643,2,1,0,58,7,8,18,0,0,0,0,0,0
30644,2,1,0,91,7,9,21,1,0,0,0,0,0
30645,0,1,33,57,7,8,18,0,33,0,0,2,0
30646,2,1,0,59,7,8,18,0,0,0,0,0,0
30647,2,1,0,100,12,11,31,3,0,0,0,0,0
30648,0,1,43,56,7,8,18,0,43,5,2,12,2
30649,2,1,0,60,7,8,18,0,0,0,0,0,0
30650,2,1,0,295,48,24,94,13,0,0,0,0,0
30651,0,1,235,59,7,8,18,0,235,41,15,75,12
30652,2,1,0,75,8,9,22,1,0,0,0,0,0
30653,0,1,17,57,7,8,18,0,17,1,0,3,0
30654,2,1,0,58,7,8,18,0,0,0,0,0,0
30655,2,1,0,55,7,8,18,0,0,0,0,0,0
30656,2,1,0,56,7,8,18,0,0,0,0,0,0
30657,2,1,0,57,7,8,18,0,0,0,0,0,0
30658,2,1,0,67,7,9,19,0,0,0,0,0,0
30659,2,1,0,66,7,9,19,0,0,0,0,0,0
30660,2,1,0,67,7,9,19,0,0,0,0,0,0
30661,2,1,0,57,7,8,18,0,0,0,0,0,0
30662,2,1,0,330,53,26,105,13,0,0,0,0,0
30663,0,1,271,58,7,8,18,0,271,46,17,86,12
30664,2,1,0,57,7,8,18,0,0,0,0,0,0
30665,2,1,0,57,7,8,18,0,0,0,0,0,0
30666,2,1,0,53,8,8,19,0,0,0,0,0,0
30667,2,1,0,53,8,8,19,0,0,0,0,0,0
30668,2,1,0,53,8,8,19,0,0,0,0,0,0
30669,2,1,0,59,7,8,18,0,0,0,0,0,0
30670,2,1,0,56,7,8,18,0,0,0,0,0,0
30671,2,1,0,65,7,8,18,0,0,0,0,0,0
30672,2,1,0,48,7,7,17,0,0,0,0,0,0
30673,2,1,0,132,16,16,43,5,0,0,0,0,0
30674,0,1,74,57,7,8,18,0,74,9,7,24,4
30675,2,1,0,122,10,14,32,5,0,0,0,0,0
30676,0,1,60,61,7,8,18,0,60,3,5,13,4
30677,2,1,0,71,8,9,21,1,0,0,0,0,0
30678,0,1,4,66,7,8,18,0,4,1,0,2,0
30679,2,1,0,58,7,8,18,0,0,0,0,0,0
30680,2,1,0,91,7,9,21,1,0,0,0,0,0
30681,0,1,33,57,7,8,18,0,33,0,0,2,0
30682,2,1,0,59,7,8,18,0,0,0,0,0,0
30683,2,1,0,100,12,11,31,3,0,0,0,0,0
30684,0,1,43,56,7,8,18,0,43,5,2,12,2
30685,2,1,0,60,7,8,18,0,0,0,0,0,0
30686,2,1,0,317,47,24,93,13,0,0,0,0,0
30687,0,1,257,59,7,8,18,0,257,40,15,74,12
30688,2,1,0,75,8,9,22,1,0,0,0,0,0
30689,0,1,17,57,7,8,18,0,17,1,0,3,0
30690,2,1,0,58,7,8,18,0,0,0,0,0,0
30691,2,1,0,55,7,8,18,0,0,0,0,0,0
30692,2,1,0,56,7,8,18,0,0,0,0,0,0
30693,2,1,0,57,7,8,18,0,0,0,0,0,0
30694,2,1,0,67,7,9,19,0,0,0,0,0,0
30695,2,1,0,66,7,9,19,0,0,0,0,0,0
30696,2,1,0,67,7,9,19,0,0,0,0,0,0
30697,2,1,0,57,7,8,18,0,0,0,0,0,0
30698,2,1,0,329,45,25,94,13,0,0,0,0,0
30699,0,1,270,58,7,8,18,0,270,38,16,75,12
30700,2,1,0,57,7,8,18,0,0,0,0,0,0
30701,2,1,0,57,7,8,18,0,0,0,0,0,0
30702,2,1,0,53,8,8,19,0,0,0,0,0,0
30703,2,1,0,53,8,8,19,0,0,0,0,0,0
30704,2,1,0,53,8,8,19,0,0,0,0,0,0
30705,2,1,0,59,7,8,18,0,0,0,0,0,0
30706,2,1,0,56,7,8,18,0,0,0,0,0,0
30707,2,1,0,65,7,8,18,0,0,0,0,0,0
30708,2,1,0,48,7,7,17,0,0,0,0,0,0
30709,2,1,0,125,14,14,39,5,0,0,0,0,0
30710,0,1,67,57,7,8,18,0,67,7,5,20,4
30711,2,1,0,126,8,13,29,5,0,0,0,0,0
30712,0,1,64,61,7,8,18,0,64,1,4,10,4
30713,2,1,0,71,8,9,21,1,0,0,0,0,0
30714,0,1,4,66,7,8,18,0,4,1,0,2,0
30715,2,1,0,58,7,8,18,0,0,0,0,0,0
30716,2,1,0,91,7,9,21,1,0,0,0,0,0
30717,0,1,33,57,7,8,18,0,33,0,0,2,0
30718,2,1,0,59,7,8,18,0,0,0,0,0,0
30719,2,1,0,95,12,11,29,3,0,0,0,0,0
30720,0,1,38,56,7,8,18,0,38,5,2,10,2
30721,2,1,0,60,7,8,18,0,0,0,0,0,0
30722,2,1,0,313,47,23,94,13,0,0,0,0,0
30723,0,1,253,59,7,8,18,0,253,40,14,75,12
30724,2,1,0,75,8,9,22,1,0,0,0,0,0
30725,0,1,17,57,7,8,18,0,17,1,0,3,0
30726,2,1,0,58,7,8,18,0,0,0,0,0,0
30727,2,1,0,55,7,8,18,0,0,0,0,0,0
30728,2,1,0,56,7,8,18,0,0,0,0,0,0
30729,2,1,0,57,7,8,18,0,0,0,0,0,0
30730,2,1,0,67,7,9,19,0,0,0,0,0,0
30731,2,1,0,66,7,9,19,0,0,0,0,0,0
30732,2,1,0,67,7,9,19,0,0,0,0,0,0
30733,2,1,0,57,7,8,18,0,0,0,0,0,0
30734,2,1,0,329,43,25,95,13,0,0,0,0,0
30735,0,1,270,58,7,8,18,0,270,36,16,76,12
30736,2,1,0,57,7,8,18,0,0,0,0,0,0
30737,2,1,0,57,7,8,18,0,0,0,0,0,0
30738,2,1,0,53,8,8,19,0,0,0,0,0,0
30739,2,1,0,53,8,8,19,0,0,0,0,0,0
30740,2,1,0,53,8,8,19,0,0,0,0,0,0
30741,2,1,0,59,7,8,18,0,0,0,0,0,0
30742,2,1,0,56,7,8,18,0,0,0,0,0,0
30743,2,1,0,65,7,8,18,0,0,0,0,0,0
30744,2,1,0,48,7,7,17,0,0,0,0,0,0
30745,2,1,0,129,14,14,39,5,0,0,0,0,0
30746,0,1,71,57,7,8,18,0,71,7,5,20,4
30747,2,1,0,125,12,14,34,5,0,0,0,0,0
30748,0,1,63,61,7,8,18,0,63,5,5,15,4
30749,2,1,0,71,8,9,21,1,0,0,0,0,0
30750,0,1,4,66,7,8,18,0,4,1,0,2,0
30751,2,1,0,58,7,8,18,0,0,0,0,0,0
30752,2,1,0,91,7,9,21,1,0,0,0,0,0
30753,0,1,33,57,7,8,18,0,33,0,0,2,0
30754,2,1,0,59,7,8,18,0,0,0,0,0,0
30755,2,1,0,100,12,11,31,3,0,0,0,0,0
30756,0,1,43,56,7,8,18,0,43,5,2,12,2
30757,2,1,0,60,7,8,18,0,0,0,0,0,0
30758,2,1,0,320,43,24,92,13,0,0,0,0,0
30759,0,1,260,59,7,8,18,0,260,36,15,73,12
30760,2,1,0,75,8,9,22,1,0,0,0,0,0
30761,0,1,17,57,7,8,18,0,17,1,0,3,0
30762,2,1,0,58,7,8,18,0,0,0,0,0,0
30763,2,1,0,55,7,8,18,0,0,0,0,0,0
30764,2,1,0,56,7,8,18,0,0,0,0,0,0
30765,2,1,0,57,7,8,18,0,0,0,0,0,0
30766,2,1,0,67,7,9,19,0,0,0,0,0,0
30767,2,1,0,66,7,9,19,0,0,0,0,0,0
30768,2,1,0,67,7,9,19,0,0,0,0,0,0
30769,2,1,0,57,7,8,18,0,0,0,0,0,0
30770,2,1,0,301,43,25,90,13,0,0,0,0,0
30771,0,1,242,58,7,8,18,0,242,36,16,71,12
30772,2,1,0,57,7,8,18,0,0,0,0,0,0
30773,2,1,0,57,7,8,18,0,0,0,0,0,0
30774,2,1,0,53,8,8,19,0,0,0,0,0,0
30775,2,1,0,53,8,8,19,0,0,0,0,0,0
30776,2,1,0,53,8,8,19,0,0,0,0,0,0
30777,2,1,0,59,7,8,18,0,0,0,0,0,0
30778,2,1,0,56,7,8,18,0,0,0,0,0,0
30779,2,1,0,65,7,8,18,0,0,0,0,0,0
30780,2,1,0,48,7,7,17,0,0,0,0,0,0
30781,2,1,0,126,15,14,40,5,0,0,0,0,0
30782,0,1,68,57,7,8,18,0,68,8,5,21,4
30783,2,1,0,122,15,14,37,5,0,0,0,0,0
30784,0,1,60,61,7,8,18,0,60,8,5,18,4
30785,2,1,0,71,8,9,21,1,0,0,0,0,0
30786,0,1,4,66,7,8,18,0,4,1,0,2,0
30787,2,1,0,58,7,8,18,0,0,0,0,0,0
30788,2,1,0,91,7,9,21,1,0,0,0,0,0
30789,0,1,33,57,7,8,18,0,33,0,0,2,0
30790,2,1,0,59,7,8,18,0,0,0,0,0,0
30791,2,1,0,100,12,11,31,3,0,0,0,0,0
30792,0,1,43,56,7,8,18,0,43,5,2,12,2
30793,2,1,0,60,7,8,18,0,0,0,0,0,0
30794,2,1,0,317,53,27,102,13,0,0,0,0,0
30795,0,1,257,59,7,8,18,0,257,46,18,83,12
30796,2,1,0,75,8,9,22,1,0,0,0,0,0
30797,0,1,17,57,7,8,18,0,17,1,0,3,0
30798,2,1,0,58,7,8,18,0,0,0,0,0,0
30799,2,1,0,55,7,8,18,0,0,0,0,0,0
30800,2,1,0,56,7,8,18,0,0,0,0,0,0
30801,2,1,0,57,7,8,18,0,0,0,0,0,0
30802,2,1,0,67,7,9,19,0,0,0,0,0,0
30803,2,1,0,66,7,9,19,0,0,0,0,0,0
30804,2,1,0,67,7,9,19,0,0,0,0,0,0
30805,2,1,0,57,7,8,18,0,0,0,0,0,0
30806,2,1,0,317,45,25,91,13,0,0,0,0,0
30807,0,1,258,58,7,8,18,0,258,38,16,72,12
30808,2,1,0,57,7,8,18,0,0,0,0,0,0
30809,2,1,0,57,7,8,18,0,0,0,0,0,0
30810,2,1,0,53,8,8,19,0,0,0,0,0,0
30811,2,1,0,53,8,8,19,0,0,0,0,0,0
30812,2,1,0,53,8,8,19,0,0,0,0,0,0
30813,2,1,0,59,7,8,18,0,0,0,0,0,0
30814,2,1,0,56,7,8,18,0,0,0,0,0,0
30815,2,1,0,65,7,8,18,0,0,0,0,0,0
30816,2,1,0,48,7,7,17,0,0,0,0,0,0
30817,2,1,0,132,16,16,43,5,0,0,0,0,0
30818,0,1,74,57,7,8,18,0,74,9,7,24,4
30819,2,1,0,123,9,13,30,5,0,0,0,0,0
30820,0,1,61,61,7,8,18,0,61,2,4,11,4
30821,2,1,0,71,8,9,21,1,0,0,0,0,0
30822,0,1,4,66,7,8,18,0,4,1,0,2,0
30823,2,1,0,58,7,8,18,0,0,0,0,0,0
30824,2,1,0,91,7,9,21,1,0,0,0,0,0
30825,0,1,33,57,7,8,18,0,33,0,0,2,0
30826,2,1,0,59,7,8,18,0,0,0,0,0,0
30827,2,1,0,100,12,11,31,3,0,0,0,0,0
30828,0,1,43,56,7,8,18,0,43,5,2,12,2
30829,2,1,0,60,7,8,18,0,0,0,0,0,0
30830,2,1,0,324,48,23,97,13,0,0,0,0,0
30831,0,1,264,59,7,8,18,0,264,41,14,78,12
30832,2,1,0,75,8,9,22,1,0,0,0,0,0
30833,0,1,17,57,7,8,18,0,17,1,0,3,0
30834,2,1,0,58,7,8,18,0,0,0,0,0,0
30835,2,1,0,55,7,8,18,0,0,0,0,0,0
30836,2,1,0,56,7,8,18,0,0,0,0,0,0
30837,2,1,0,57,7,8,18,0,0,0,0,0,0
30838,2,1,0,67,7,9,19,0,0,0,0,0,0
30839,2,1,0,66,7,9,19,0,0,0,0,0,0
30840,2,1,0,67,7,9,19,0,0,0,0,0,0
30841,2,1,0,57,7,8,18,0,0,0,0,0,0
30842,2,1,0,301,49,25,95,13,0,0,0,0,0
30843,0,1,242,58,7,8,18,0,242,42,16,76,12
30844,2,1,0,57,7,8,18,0,0,0,0,0,0
30845,2,1,0,57,7,8,18,0,0,0,0,0,0
30846,2,1,0,53,8,8,19,0,0,0,0,0,0
30847,2,1,0,53,8,8,19,0,0,0,0,0,0
30848,2,1,0,53,8,8,19,0,0,0,0,0,0
30849,2,1,0,59,7,8,18,0,0,0,0,0,0
30850,2,1,0,56,7,8,18,0,0,0,0,0,0
30851,2,1,0,65,7,8,18,0,0,0,0,0,0
30852,2,1,0,48,7,7,17,0,0,0,0,0,0
30853,2,1,0,130,15,14,40,5,0,0,0,0,0
30854,0,1,72,57,7,8,18,0,72,8,5,21,4
30855,2,1,0,123,8,13,29,5,0,0,0,0,0
30856,0,1,61,61,7,8,18,0,61,1,4,10,4
30857,2,1,0,71,8,9,21,1,0,0,0,0,0
30858,0,1,4,66,7,8,18,0,4,1,0,2,0
30859,2,1,0,58,7,8,18,0,0,0,0,0,0
30860,2,1,0,91,7,9,21,1,0,0,0,0,0
30861,0,1,33,57,7,8,18,0,33,0,0,2,0
30862,2,1,0,59,7,8,18,0,0,0,0,0,0
30863,2,1,0,95,12,11,29,3,0,0,0,0,0
30864,0,1,38,56,7,8,18,0,38,5,2,10,2
30865,2,1,0,60,7,8,18,0,0,0,0,0,0
30866,2,1,0,301,48,25,94,13,0,0,0,0,0
30867,0,1,241,59,7,8,18,0,241,41,16,75,12
30868,2,1,0,75,8,9,22,1,0,0,0,0,0
30869,0,1,17,57,7,8,18,0,17,1,0,3,0
30870,2,1,0,58,7,8,18,0,0,0,0,0,0
30871,2,1,0,55,7,8,18,0,0,0,0,0,0
30872,2,1,0,56,7,8,18,0,0,0,0,0,0
30873,2,1,0,57,7,8,18,0,0,0,0,0,0
30874,2,1,0,67,7,9,19,0,0,0,0,0,0
30875,2,1,0,66,7,9,19,0,0,0,0,0,0
30876,2,1,0,67,7,9,19,0,0,0,0,0,0
30877,2,1,0,57,7,8,18,0,0,0,0,0,0
30878,2,1,0,312,45,26,93,13,0,0,0,0,0
30879,0,1,253,58,7,8,18,0,253,38,17,74,12
30880,2,1,0,57,7,8,18,0,0,0,0,0,0
30881,2,1,0,57,7,8,18,0,0,0,0,0,0
30882,2,1,0,53,8,8,19,0,0,0,0,0,0
30883,2,1,0,53,8,8,19,0,0,0,0,0,0
30884,2,1,0,53,8,8,19,0,0,0,0,0,0
30885,2,1,0,59,7,8,18,0,0,0,0,0,0
30886,2,1,0,56,7,8,18,0,0,0,0,0,0
30887,2,1,0,65,7,8,18,0,0,0,0,0,0
30888,2,1,0,48,7,7,17,0,0,0,0,0,0
30889,2,1,0,129,14,14,39,5,0,0,0,0,0
30890,0,1,71,57,7,8,18,0,71,7,5,20,4
30891,2,1,0,123,11,13,32,5,0,0,0,0,0
30892,0,1,61,61,7,8,18,0,61,4,4,13,4
30893,2,1,0,71,8,9,21,1,0,0,0,0,0
30894,0,1,4,66,7,8,18,0,4,1,0,2,0
30895,2,1,0,58,7,8,18,0,0,0,0,0,0
30896,2,1,0,91,7,9,21,1,0,0,0,0,0
30897,0,1,33,57,7,8,18,0,33,0,0,2,0
30898,2,1,0,59,7,8,18,0,0,0,0,0,0
30899,2,1,0,95,12,11,29,3,0,0,0,0,0
30900,0,1,38,56,7,8,18,0,38,5,2,10,2
30901,2,1,0,60,7,8,18,0,0,0,0,0,0
30902,2,1,0,304,46,24,93,13,0,0,0,0,0
30903,0,1,244,59,7,8,18,0,244,39,15,74,12
30904,2,1,0,75,8,9,22,1,0,0,0,0,0
30905,0,1,17,57,7,8,18,0,17,1,0,3,0
30906,2,1,0,58,7,8,18,0,0,0,0,0,0
30907,2,1,0,55,7,8,18,0,0,0,0,0,0
30908,2,1,0,56,7,8,18,0,0,0,0,0,0
30909,2,1,0,57,7,8,18,0,0,0,0,0,0
30910,2,1,0,67,7,9,19,0,0,0,0,0,0
30911,2,1,0,66,7,9,19,0,0,0,0,0,0
30912,2,1,0,67,7,9,19,0,0,0,0,0,0
30913,2,1,0,57,7,8,18,0,0,0,0,0,0
30914,2,1,0,327,56,26,106,13,0,0,0,0,0
30915,0,1,268,58,7,8,18,0,268,49,17,87,12
30916,2,1,0,57,7,8,18,0,0,0,0,0,0
30917,2,1,0,57,7,8,18,0,0,0,0,0,0
30918,2,1,0,53,8,8,19,0,0,0,0,0,0
30919,2,1,0,53,8,8,19,0,0,0,0,0,0
30920,2,1,0,53,8,8,19,0,0,0,0,0,0
30921,2,1,0,59,7,8,18,0,0,0,0,0,0
30922,2,1,0,56,7,8,18,0,0,0,0,0,0
30923,2,1,0,65,7,8,18,0,0,0,0,0,0
30924,2,1,0,48,7,7,17,0,0,0,0,0,0
30925,2,1,0,125,14,14,39,5,0,0,0,0,0
30926,0,1,67,57,7,8,18,0,67,7,5,20,4
30927,2,1,0,117,9,13,30,5,0,0,0,0,0
30928,0,1,55,61,7,8,18,0,55,2,4,11,4
30929,2,1,0,71,8,9,21,1,0,0,0,0,0
30930,0,1,4,66,7,8,18,0,4,1,0,2,0
30931,2,1,0,58,7,8,18,0,0,0,0,0,0
30932,2,1,0,91,7,9,21,1,0,0,0,0,0
30933,0,1,33,57,7,8,18,0,33,0,0,2,0
30934,2,1,0,59,7,8,18,0,0,0,0,0,0
30935,2,1,0,95,12,11,29,3,0,0,0,0,0
30936,0,1,38,56,7,8,18,0,38,5,2,10,2
30937,2,1,0,60,7,8,18,0,0,0,0,0,0
30938,2,1,0,321,46,24,93,13,0,0,0,0,0
30939,0,1,261,59,7,8,18,0,261,39,15,74,12
30940,2,1,0,75,8,9,22,1,0,0,0,0,0
30941,0,1,17,57,7,8,18,0,17,1,0,3,0
30942,2,1,0,58,7,8,18,0,0,0,0,0,0
30943,2,1,0,55,7,8,18,0,0,0,0,0,0
30944,2,1,0,56,7,8,18,0,0,0,0,0,0
30945,2,1,0,57,7,8,18,0,0,0,0,0,0
30946,2,1,0,67,7,9,19,0,0,0,0,0,0
30947,2,1,0,66,7,9,19,0,0,0,0,0,0
30948,2,1,0,67,7,9,19,0,0,0,0,0,0
30949,2,1,0,57,7,8,18,0,0,0,0,0,0
30950,2,1,0,294,43,23,89,13,0,0,0,0,0
30951,0,1,235,58,7,8,18,0,235,36,14,70,12
30952,2,1,0,57,7,8,18,0,0,0,0,0,0
